Section	Item Type	Date	Title	Author	Link	Tags	Teaser
Quotes	Quotation	2010-10-26 20:00:28	True Character	E. O. Wilson	quotes/true-character.html	individuals, religion, society	True character arises from a deeper well than religion. It is the internalization of moral principles of a society, augmented by those tenets personally chosen by the individual, strong enough to endure through trials of solitude and adversity. The principles are fitted together into what we call integrity, literally the integrated self, wherein personal decisions feel good and true. Character is in turn the enduring source of virtue. It stands by itself and excites admiration in others. It is not obedience to authority, and while it is often consistent with and reinforced by religious belief, it is not piety.
Quotes	Quotation	2018-07-18 15:08:07	The axis is constructive-destructive	Steve Jobs	quotes/the-axis-is-constructive-destructive.html	mission	The axis today is not liberal and conservative, the axis is constructive-destructive, and you've cast your lot with the destructive people. Fox has become an incredibly destructive force in our society. You can be better, and this is going to be your legacy if you're not careful.
Quotes	Quotation	2018-05-20 13:21:32	To simply see human beings	Charles Woodson	quotes/to-simply-see-human-beings.html	humanism	If I ask you all today to look around and tell me who you see.... When you look around, I don't want you to see black, white, Asian, I don't want you to wonder if a person is Democrat or Republican, gay or straight. When you look around, I just want you to simply see human beings -- nothing more, nothing less. And I guarantee you, if you can begin to see people that way, just as human beings, you'll begin to treat them a little differently, you'll begin to understand their points of view. 
Quotes	Quotation	2018-07-20 10:23:14	History is not some self-driving car	Edward Luce	quotes/history-is-not-some-self-driving-car.html	equality, individuals	But I have grave doubts about history's long arc. History is not some self-driving car taking humanity to a pre-set destination. Whichever human is behind the wheel must ensure the others stay in the car. Telling some of the passengers they have no business in the driver's seat because they are clueless about the destination will sooner or later result in a crash. 'Take back control' was the chant of Brexiteers and Trump voters alike. It is the war cry of populist backlashes across the Western world. 
Quotes	Quotation	2012-02-04 06:27:37	Steve Jobs Ideals	Ron Johnson	quotes/steve-jobs-ideals.html	practical, progress	Q. What ideals have you embraced from Steve Jobs? A. The importance of doing everything you do to your very best. And that the journey is the reward. If you do things well one at a time, you end up in a really good place. Don't get ahead of yourself. Control the things you can.
Quotes	Quotation	2017-02-15 09:59:53	A Man of Value	Albert Einstein	quotes/a-man-of-value.html	value creation	Try to become not a man of success, but try rather to become a man of value.
Quotes	Quotation	2016-12-28 08:17:44	The Awesome Power of Culture	Yuval Noah Harari	quotes/the-awesome-power-of-culture.html	cultural evolution	Millions of years of evolution have designed us to live and think as community members. Within a mere two centuries we have become alienated individuals. Nothing testifies better to the awesome power of culture.
Quotes	Quotation	2008-11-02 07:13:25	History as Postmodern Collage	Joe Boyd	quotes/history-as-postmodern-collage.html	art	Sitting in Princeteon listening to old records, we became obsessed with the past. We tried to pierce the veil of time and grasp what it sounded, felt, looked and smelled like. In Harvard Square and London I met many with similar preoccupations; they didn't seem unusual at all. When old blues singers began to reappear, it delivered a rush of excitement and adrenalin. Meeting and traveling with Gary Davis and Lonnie Johnson -- even Coleman Hawkins -- armoured me against a host of disappointments. History today seems more like a postmodern collage; we are surrounded by two-dimensional representations of our heritage. Access via Amazon.com or iPod to all those boxed sets of old blues singers -- or Nick Drake, for that matter -- doesn't equate with the sense of discovery and connection we experienced.
Quotes	Quotation	2016-12-28 12:00:21	A Completely Free Market	Yuval Noah Harari	quotes/a-completely-free-market.html	balance, governance	In a completely free market, unsupervised by kings and priests, avaricious capitalists can establish monopolies or collude against their workforces. If there is a single corporation controlling all shoe factories in a country, or if all factory owners conspire to reduce wages simultaneously, then the labourers are no longer able to protect themselves by switching jobs.
Quotes	Quotation	2012-07-23 19:17:01	Daily Acts of Trivia	Robert Heinlein	quotes/daily-acts-of-trivia.html	progress	In the absence of clearly defined goals, we become strangely loyal to performing daily acts of trivia.
Quotes	Quotation	2017-03-26 13:18:19	Defending the pursuit of learning	John F. Kennedy	quotes/defending-the-pursuit-of-learning.html	education	If the pursuit of learning is not defended by the educated citizen, it will not be defended at all. For there will always be those who scoff at intellectuals, who cry out against research, who seek to limit our educational system. Modern cynics and skeptics see no more reason for landing a man on the moon, which we shall do, than the cynics and skeptics of half a millennium ago saw for the discovery of this country. They see no harm in paying those to whom they entrust the minds of their children a smaller wage than is paid to those to whom they entrust the care of their plumbing. But the educated citizen knows how much more there is to know. He knows that "knowledge is power," more so today than ever before. He knows that only an educated and informed people will be a free people, that the ignorance of one voter in a democracy impairs the security of all, and that if we can, as Jefferson put it, "enlighten the people generally ... tyranny and the oppressions of mind and body will vanish, like evil spirits at the dawn of day." And, therefore, the educated citizen has a special obligation to encourage the pursuit of learning, to promote exploration of the unknown, to preserve the freedom of inquiry, to support the advancement of research, and to assist at every level of government the improvement of education for all Americans, from grade school to graduate school.
